title,image,year,price,author,rating,publisher,length,ISBN,city/country
The 7 Habits of Highly Effective People,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9821/9781982137274.jpg,2020,27.76,Stephen R Covey,4.13,SIMON & SCHUSTER,464,9781982137274,
Private Eye Annual 2021,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9017/9781901784701.jpg,2021,22.94,Ian Hislop,,Private Eye Productions Ltd.,96,9781901784701,"London, United Kingdom"
The Little Book of Mindfulness,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8567/9781856753531.jpg,2014,11.46,Dr. Patrizia Collard,3.81,Octopus Publishing Group,96,9781856753531,"London, United Kingdom"
Hold on to Your Kids,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785042195.jpg,2019,18.74,Dr Gabor Mate,4.24,Ebury Publishing,352,9781785042195,"London, United Kingdom"
On Writing,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4447/9781444723250.jpg,2020,26.66,Stephen King,4.31,HODDER & STOUGHTON,416,9781444723250,"Oxon, United Kingdom"
"Death Note Black Edition, Vol. 1",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4215/9781421539645.jpg,2011,23.04,Tsugumi Ohba,4.47,"Viz Media, Subs. of Shogakukan Inc",392,9781421539645,"San Francisco, United States"
The Book Thief,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7841/9781784162122.jpg,2016,19.1,Markus Zusak,4.38,Transworld Publishers Ltd,560,9781784162122,"London, United Kingdom"
Moonology (TM) Oracle Cards,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7818/9781781809969.jpg,2018,21.54,Yasmin Boland,4.65,Hay House UK Ltd,128,9781781809969,"London, United Kingdom"
How We Love,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7608/9781760877187.jpg,2021,39.64,Clementine Ford,4.47,Allen & Unwin,312,9781760877187,"Sydney, Australia"
House of Earth and Blood,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6355/9781635574043.jpg,2020,41.58,Sarah J Maas,4.44,Bloomsbury Publishing,816,9781635574043,New York
MOX,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6375/9781637580387.jpg,2021,32.4,Jon Moxley,4,Permuted Press,272,9781637580387,United States
Vinland Saga 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6126/9781612624204.jpg,2019,30.16,Makoto Yukimura,4.42,"Kodansha America, Inc",472,9781612624204,"New York, United States"
The Montessori Toddler,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5235/9781523506897.jpg,2019,24.36,Simone Davies,4.38,Workman Publishing,256,9781523506897,"New York, United States"
Shadow and Bone: Now a Netflix Original Series,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5101/9781510105249.jpg,2018,13.47,Leigh Bardugo,3.97,Hachette Children's Group,352,9781510105249,"London, United Kingdom"
The Green Witch,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5072/9781507204719.jpg,2017,25.55,Arin Murphy-Hiscock,3.93,Adams Media Corporation,256,9781507204719,United States
Percy Jackson and the Olympians,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4847/9781484707234.jpg,2014,61.71,Rick Riordan,4.6,HYPERION,1840,9781484707234,"New York, United States"
Short Stories in Italian for Beginners,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4736/9781473683327.jpg,2018,17.37,Olly Richards,4.01,John Murray Press,224,9781473683327,"London, United Kingdom"
Blood of Elves: Witcher 1 - Now a major Netflix show,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4732/9781473231078.jpg,2020,15.34,Andrzej Sapkowski,4.09,Orion Publishing Co,320,9781473231078,"London, United Kingdom"
The Perks of Being a Wallflower,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4711/9781471116148.jpg,2013,13.54,Stephen Chbosky,4.21,Simon & Schuster Ltd,240,9781471116148,"London, United Kingdom"
Heartstopper Volume Three,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444952773.jpg,2020,18.76,Alice Oseman,4.63,Hachette Children's Group,384,9781444952773,"London, United Kingdom"
Coraline,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408841754.jpg,2013,13.34,Neil Gaiman,4.06,Bloomsbury Publishing PLC,208,9781408841754,"London, United Kingdom"
Fantastically Great Women Who Changed The World,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4088/9781408876985.jpg,2016,15.33,Kate Pankhurst,4.47,Bloomsbury Publishing Plc,32,9781408876985,"London, United Kingdom"
Red Roulette,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3985/9781398510371.jpg,2021,27.06,Desmond Shum,,Simon & Schuster Ltd,320,9781398510371,"London, United Kingdom"
Pokemon: Super Extra Deluxe Essential Handbook,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3387/9781338714128.jpg,2021,26.13,Scholastic,4.56,Scholastic US,560,9781338714128,"New York, United States"
Once Upon a Broken Heart,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250268396.jpg,2021,29.85,Stephanie Garber,4.27,Flatiron Books,416,9781250268396,New York
Dance of Thieves,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2503/9781250308979.jpg,2019,21.48,Mary Pearson,4.26,Square Fish,528,9781250308979,
The Shadows Between Us,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2501/9781250189967.jpg,2020,27.26,Tricia Levenseller,3.92,Feiwel and Friends,336,9781250189967,"New York, United States"
The Coffee Bean,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1194/9781119430278.jpg,2019,22.58,Jon Gordon,4.08,John Wiley & Sons Inc,112,9781119430278,"New York, United States"
Press Here,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8118/9780811879545.jpg,2011,25.55,Hervé Tullet,4.38,CHRONICLE BOOKS,56,9780811879545,"San Francisco, United States"
Unofficial Roblox Annual 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7555/9780755501083.jpg,2021,20.07,Daniel Lipscombe,,HarperCollins Publishers,72,9780755501083,United Kingdom
One Day at a Time Diary 2022 - Ireland's bestselling wellness diary,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7171/9780717192083.jpg,2021,19.73,Abby Wynne,,Gill,232,9780717192083,"Dublin, Ireland"
House of Leaves,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3757/9780375703768.jpg,2000,40.93,Mark Z. Danielewski,4.05,Random House USA Inc,736,9780375703768,"New York, United States"
Bridgerton: Romancing Mr Bridgerton (Bridgertons Book 4),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3494/9780349429458.jpg,2021,14.26,Julia Quinn,4.03,"Little, Brown Book Group",384,9780349429458,"London, United Kingdom"
Asterix: Asterix Omnibus 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4440/9781444004236.jpg,2011,25.39,Rene Goscinny,4.42,"Little, Brown Book Group",152,9781444004236,"London, United Kingdom"
I Know Why the Caged Bird Sings,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3455/9780345514400.jpg,2009,12.27,Maya Angelou,4.25,Random House USA Inc,289,9780345514400,"New York, United States"
You'll Be the Death of Me,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241473665.jpg,2021,14.02,Karen M. McManus,4.24,Penguin Random House Children's UK,336,9780241473665,"London, United Kingdom"
Silverview,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241550069.jpg,2021,31.31,John le Carre,4.09,Penguin Books Ltd,224,9780241550069,"London, United Kingdom"
Dear Zoo,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2307/9780230747722.jpg,2010,14.21,Rod Campbell,4.28,Pan Macmillan,18,9780230747722,"London, United Kingdom"
Baby's Very First Black and White Little Library,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4095/9781409537076.jpg,2011,13.21,Stella Baggott,3.78,Usborne Publishing Ltd,40,9781409537076,"London, United Kingdom"
The Hating Game,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0630/9780063063532.jpg,2021,15.29,Sally Thorne,4.1,William Morrow & Company,416,9780063063532,
Moleskine 2022 12-Month Daily Pocket Softcover Notebook: Black,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420855661.jpg,2021,20.11,Moleskine,,Moleskine,400,8056420855661,Italy
How to End a Story,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9224/9781922458179.jpg,2021,41.19,Helen Garner,5,Text Publishing,256,9781922458179,"Melbourne, Australia"
The Dictionary of Lost Words,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9224/9781922400277.jpg,2020,35.05,Pip Williams,4.19,Affirm Press,384,9781922400277,"Mulgrave, VIC, Australia"
The Perks of Being a Wallflower,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847394071.jpg,2009,13.92,Stephen Chbosky,4.21,Simon & Schuster Ltd,240,9781847394071,"London, United Kingdom"
Marvel: Storybook Collection Advent Calendar,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8010/9781801080484.jpg,2021,42.18,Autumn Publishing,,Bonnier Books Ltd,24,9781801080484,"Sywell, United Kingdom"
The Appeal,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788165303.jpg,2021,17.79,Janice Hallett,4.06,Profile Books Ltd,464,9781788165303,United Kingdom
Match of the Day Annual 2022,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7859/9781785946783.jpg,2021,21.3,Various,,Ebury Publishing,96,9781785946783,"London, United Kingdom"
21 Lessons for the 21st Century,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784708283.jpg,2019,26.8,Yuval Noah Harari,4.16,Vintage Publishing,432,9781784708283,"London, United Kingdom"
Crooked Kingdom (Six of Crows Book 2),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7806/9781780622316.jpg,2017,20.96,Leigh Bardugo,4.59,Hachette Children's Group,560,9781780622316,"London, United Kingdom"
You're Doing it Wrong: A History of Bad & Bonkers Advice to Women,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7608/9781760896973.jpg,2021,50.32,Kaz Cooke,,Penguin Random House Australia,352,9781760896973,"Hawthorn, Australia"
Adult Children of Emotionally Immature Parents,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6262/9781626251700.jpg,2015,30.84,Lindsay C Gibson,4.34,New Harbinger Publications,224,9781626251700,"Oakland, CA, United States"
The Noma Guide to Fermentation (Foundations of Flavor),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5796/9781579657185.jpg,2018,45.4,Rene Redzepi,4.55,Artisan,440,9781579657185,"New York, United States"
Dear Santa,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529050714.jpg,2020,14.1,Rod Campbell,4.09,Pan Macmillan,14,9781529050714,"London, United Kingdom"
